LIQUIDITY_POOL_ADDRESS,POOL_NAME,TOKEN0_ADDRESS,TOKEN0_DECIMALS,TOKEN1_ADDRESS,TOKEN1_DECIMALS,FEE
0xafd53e5e3d8e5d4593945a32d6e8db706c81dc61,uniswap: AICODE-WETH 3000,0x10b3aaf66d90cb54fca62dd37d17022555399ee1,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x9966d25fe86cb047e6b9d0357ef047ffcf2f82c8,uniswap: DAVEDIVER-WETH 10000,0x9e8a8c0035a0dd446d020fa49fa03852c696f110,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0x656fe9f5ab6230caf808efcdc2ab67155d0fa2ee,uniswap: WETH-RPLC 10000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xe5f395773c723c42030acefefab56c045e84f311,9,10000
0x0b905662b715b3466e0082bd7f919ae281740c76,uniswap: $POWELL-WETH 3000,0xabd893c19423b35bf5eb0ae00e90a1bb86ae68c9,9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x69708b2942bbb69ca8a79f315e6f2004dff938c1,uniswap: Kobito-WETH 10000,0x653761c87b076657c148bf44ea5922e70a0631f6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0xc5123680003b1b72aa053cd0438b93379e7e8610,uniswap: MASK-WETH 3000,0x664da3d6a84fd5887ccc9663e792c69c3c2a2fa4,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x2124abb8d20fad51b101c63730b41383dd5e305d,uniswap: UNI-V2-WETH 3000,0x97d23d34641d0f9f6e925fb6523f16b023f96f7e,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x77843ea21a4cc006766bba8bdefd934cbea20f4a,uniswap: INDEX-WETH 3000,0x0954906da0bf32d5479e25f46056d22f08464cab,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0xd77e96c8b7efec0369a3787b6b6cdeea1ab40e17,uniswap: SASHIMI-WETH 10000,0x7e96cdc052f0e9add194d29dd1369dcb5e1c6075,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0x71169b5a7257c2258f6783582ec00a305e90ffd7,uniswap: CNC-USDT 10000,0x9ae380f0272e2162340a5bb646c354271c0f5cfc,18,0xdac17f958d2ee523a2206206994597c13d831ec7,6,10000
0x8c4a2a3bcc10d26493df356bb544a8e02f6dfdbd,uniswap: FOUNDER-WETH 3000,0x167a1910941bdd7632d5681e35614c7dd69f74d4,9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x363ab2dd5dcb55f8d8c82bd465c7be4271e6ae74,uniswap: X-WETH 10000,0xa62894d5196bc44e4c3978400ad07e7b30352372,9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0x04dd76803f247b611d4f470fc6cd206a9d02f869,uniswap: EFI-WETH 3000,0x656c00e1bcd96f256f224ad9112ff426ef053733,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x6916f79669f745aebd82433583c85665bfae6fbb,uniswap: KAS-WETH 3000,0x112b08621e27e10773ec95d250604a041f36c582,8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x70bb8e6844dfb681810fd557dd741bcaf027bf94,uniswap: OGN-WETH 3000,0x8207c1ffc5b6804f6024322ccf34f29c3541ae26,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x391e8501b626c623d39474afca6f9e46c2686649,uniswap: WBTC-DAI 3000,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,8,0x6b175474e89094c44da98b954eedeac495271d0f,18,3000
0x5cd0ad98ba6288ed7819246a1ebc0386c32c314b,uniswap: WETH-FOOM 500,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xd0d56273290d339aaf1417d9bfa1bb8cfe8a0933,18,500
0x389442a68957a814ffeb43275b12493797e2866e,uniswap: WETH-HOPR 100,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xf5581dfefd8fb0e4aec526be659cfab1f8c781da,18,100
0x6c063a6e8cd45869b5eb75291e65a3de298f3aa8,uniswap: WETH-INJ 3000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xe28b3b32b6c345a34ff64674606124dd5aceca30,18,3000
0xc4472dcd0e42ffccc1dbb0b9b3855688c22f3a0f,uniswap: WLD-WETH 3000,0x163f8c2467924be0ae7b5347228cabf260318753,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x6546055f46e866a4b9a4a13e81273e3152bae5da,uniswap: XAUt-USDT 500,0x68749665ff8d2d112fa859aa293f07a622782f38,6,0xdac17f958d2ee523a2206206994597c13d831ec7,6,500
0x0a61a26c0dc08f4ed68a00966cc5a0ca60918ea3,uniswap: ALI-WETH 10000,0x6b0b3a982b4634ac68dd83a4dbf02311ce324181,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0x755e5a186f0469583bd2e80d1216e02ab88ec6ca,uniswap: ARB-WETH 10000,0xb50721bcf8d664c30412cfbc6cf7a15145234ad1,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0x2dd31cc03ed996a99fbfdffa07f8f4604b1a2ec1,uniswap: GEL-WETH 10000,0x15b7c0c907e4c6b9adaaaabc300c08991d6cea05,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0x09117bff68b5939319e61b226bf1f3f5f985eba1,uniswap: QANX-WETH 3000,0xaaa9214f675316182eaa21c85f0ca99160cc3aaa,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x4a2987c255ad7f9409c54a4fce7823441e14f08b,uniswap: WPLS-WETH 3000,0xa882606494d86804b5514e07e6bd2d6a6ee6d68a,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x8db1b906d47dfc1d84a87fc49bd0522e285b98b9,uniswap: agEUR-WETH 500,0x1a7e4e63778b4f12a199c062f3efdd288afcbce8,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,500
0xb4ecce46b8d4e4abfd03c9b806276a6735c9c092,uniswap: BUMP-WETH 10000,0x785c34312dfa6b74f6f1829f79ade39042222168,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0x5b97b125cf8af96834f2d08c8f1291bd47724939,uniswap: SAND-WETH 10000,0x3845badade8e6dff049820680d1f14bd3903a5d0,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0xcbcc3cbad991ec59204be2963b4a87951e4d292b,uniswap: VITA-WETH 10000,0x81f8f0bb1cb2a06649e51913a151f0e7ef6fa321,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0x1dc24c15909cc2267e99a990653cf30d4498f0af,uniswap: WBTC-BTREE 3000,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,8,0x6bdde71cf0c751eb6d5edb8418e43d3d9427e436,18,3000
0x7baece5d47f1bc5e1953fbe0e9931d54dab6d810,uniswap: TURBO-WETH 10000,0xa35923162c49cf95e6bf26623385eb431ad920d3,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0x3e6e23198679419cd73bb6376518dcc5168c8260,uniswap: WETH-BTRFLY 10000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xc55126051b22ebb829d00368f4b12bde432de5da,18,10000
0xda09c49e24ac571058fea2e25f5825910960f266,uniswap: VITA-FAST-WETH 10000,0x6034e0d6999741f07cb6fb1162cbaa46a1d33d36,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0xdeddf89c10c0151eccd5428d5b6a5efc799b9129,uniswap: BAT-RNG 3000,0x0d8775f648430679a709e98d2b0cb6250d2887ef,18,0x3b94440c8c4f69d5c9f47bab9c5a93064df460f5,18,3000
0xe8df8c0b2a0e6171b54144377027d0876686a5fb,uniswap: ASX-WETH 3000,0x67d85a291fcdc862a78812a3c26d55e28ffb2701,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0xc63b0708e2f7e69cb8a1df0e1389a98c35a76d52,uniswap: FRAX-USDC 500,0x853d955acef822db058eb8505911ed77f175b99e,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,500
0xf56d08221b5942c428acc5de8f78489a97fc5599,uniswap: GNO-WETH 3000,0x6810e776880c02933d47db1b9fc05908e5386b96,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0xac499d3705b27cfa720385fdc998c520782c6049,uniswap: MAP-WETH 3000,0x9e976f211daea0d652912ab99b0dc21a7fd728e4,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x415b5ad4376255e6cc91be2a0e838b7c7845a28e,uniswap: TKB-WETH 3000,0x16594930d16f3970e1a4317c6016555cb2e7b7fc,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0xe405113bfd5b988bdba4a4ca9419a18f9e2828a6,uniswap: WETH-ADS 3000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xcfcecfe2bd2fed07a9145222e8a7ad9cf1ccd22a,11,3000
0x3eb8224923774f668d6e722cdbf8b0f4e46dae38,uniswap: iZi-WETH 3000,0x9ad37205d608b8b219e6a2573f922094cec5c200,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x390a4d096ba2cc450e73b3113f562be949127ceb,uniswap: STBU-USDT 3000,0xa6422e3e219ee6d4c1b18895275fe43556fd50ed,18,0xdac17f958d2ee523a2206206994597c13d831ec7,6,3000
0x45a154971ba574587e837585ff6fd2520be73339,uniswap: STMX-WETH 3000,0xa62cc35625b0c8dc1faea39d33625bb4c15bd71c,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,uniswap: WBTC-USDC 3000,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,8,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,3000
0xdb33270207da3dd4204bda720a9c4c00d77f67cd,uniswap: WETH-FTR 10000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xfd7ce5c40e6305d90beeabaac2ff33bef8d30ab7,18,10000
0x1c98562a2fab5af19d8fb3291a36ac3c618835d9,uniswap: Metis-WETH 3000,0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0xe15e6583425700993bd08f51bf6e7b73cd5da91b,uniswap: WBTC-BADGER 3000,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,8,0x3472a5a71965499acd81997a54bba8d852c6e53d,18,3000
0x6a3eb6fe80270e761aab614c48f776066e7d6ad1,uniswap: WETH-BFLY 3000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xf680429328caaacabee69b7a9fdb21a71419c063,18,3000
0x72a4e03b5dc7fd9d69f387dd96941d896e96632c,uniswap: WETH-INU 10000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xc76d53f988820fe70e01eccb0248b312c2f1c7ca,18,10000
0x6f41040b9e098c2ac4b88e27b50d4e9ab486781b,uniswap: BLUR-WETH 10000,0x5283d291dbcf85356a21ba090e6db59121208b44,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0xc1df8037881df17dc88998824b9aea81c71bbb1b,uniswap: FORTH-WETH 10000,0x77fba179c79de5b7653f68b5039af940ada60ce0,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0x35343dd52d90daabf2623163cfeea6f4df0c93ef,uniswap: ICARUS-WETH 3000,0x222ab78c8a06db5bd109204d96d53801fde0aa14,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x35e462cd5adde02da41f7f49e156b91b62f9373f,uniswap: WETH-FUKBEN 10000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xfc5de26f1452c6ce36099f88a6ac3cd67cb8b279,18,10000
0x04ad3a3913d81d0520b4b1362070d19c46aa3018,uniswap: WETH-RAPTOR 10000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xd115a61a25c059c78cd34b97fab7ab25dfc84bc3,9,10000
0xf194aaad622a800f434011573ae7d3604b9a52f6,uniswap: TOM-WETH 3000,0x19273d7f057a0ed9ae63d3fa025a852c5a430829,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x66ef466f861f62c2529eedabd0fc9c1f229d9614,uniswap: PEPEGA-WETH 500,0x7c609804994ea069010a780ff6c0f8060df2927c,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,500
0x1fc037ac35af9b940e28e97c2faf39526fbb4556,uniswap: WETH-THEO 10000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xfac0403a24229d7e2edd994d50f5940624cbeac2,9,10000
0x03e67a3a7775f80e49cc8fe004592c5bc8e2d273,uniswap: OTACON-WETH 3000,0x0f17eeccc84739b9450c88de0429020e2dec05eb,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0xfe7aff6f4f1b0d9f65767e96573e6df8b1ff5920,uniswap: JUSTICE-WETH 10000,0x59d1e836f7b7210a978b25a855085cc46fd090b5,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0x190ed02adaf1ef8039fcd3f006b42553467d5045,uniswap: R-USDC 500,0x183015a9ba6ff60230fdeadc3f43b3d788b13e21,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,500
0x28a2e87ff28a69755a86430cc027a9d5f93cb378,uniswap: WETH-URUS 100,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xc6dddb5bc6e61e0841c54f3e723ae1f3a807260b,18,100
0x421fa903fddbeb003606dd49ed3d12d068774093,uniswap: FOAM-WETH 3000,0x4946fcea7c692606e8908002e55a582af44ac121,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0xda7adc2c1da0b97cc07996e9f188376f6e6e23a8,uniswap: dsETH-WETH 100,0x341c05c0e9b33c0e38d64de76516b2ce970bb3be,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,100
0x87bc273e8c0a98b40188f5ce5901e147d55a96e9,uniswap: WPEPE2.0-WETH 10000,0x7f4a9b202a080cdc2cb4c024137fc1f255676bae,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0x20215cd3949edf87771c529ed41f5d8cce652f65,uniswap: LDO-USDT 10000,0x5a98fcbea516cf06857215779fd812ca3bef1b32,18,0xdac17f958d2ee523a2206206994597c13d831ec7,6,10000
0xcfc0bd2c90d1ab2c2b9e37a345c3a0d0b6a2e50f,uniswap: 222-WETH 100,0x0d5b5bd9aab0216af6649fd1ec94ac037fc6f26b,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,100
0x8347d552b43c1477927ac4bcbf95921c1bd7b0d4,,0x156f99423f2ad838b0d439635eb590daed068116,,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,100
0x969c36cee84c6eb3a89f5ae106d624c44a3e3f84,uniswap: QLINDO-USDT 3000,0xc18c07a18198a6340cf4d94855fe5eb6dd33b46e,0,0xdac17f958d2ee523a2206206994597c13d831ec7,6,3000
0xe3e84234405966f1b04db136963c8fd275540694,uniswap: WETH-SHIB 10000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xfcaf0e4498e78d65526a507360f755178b804ba8,18,10000
0x5ebd677545bc10fa0acbd9b8b462391c87f576e4,uniswap: WETH-wPE 3000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xd075e95423c5c4ba1e122cae0f4cdfa19b82881b,18,3000
0x71f55a6187e58fd4c797b3b07299d05b76beb716,uniswap: SMURFS-WETH 10000,0x5f250ed62cf3e5cf25f4f370d35d04782b0678a3,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0x24017386cc0af0555a6e5b0fe0443e145648612b,uniswap: DOV-WETH 3000,0xac3211a5025414af2866ff09c23fc18bc97e79b1,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0xaf852a6eed8287c6589f6b63ac4091264290f053,uniswap: BLUR-USDT 3000,0x5283d291dbcf85356a21ba090e6db59121208b44,18,0xdac17f958d2ee523a2206206994597c13d831ec7,6,3000
0x43baf12068eaaccd8e72d2aa3cce544d0a47a213,uniswap: PP-USDC 10000,0x9565c2036963697786705120fc59310f747bcfd0,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,10000
0xc791a46c8719dd0dd18053d77468275c67a363f9,uniswap: USDC-UNIX 10000,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,0xddd6a0ecc3c6f6c102e5ea3d8af7b801d1a77ac8,18,10000
0x06729eb2424da47898f935267bd4a62940de5105,uniswap: CEL-WETH 3000,0xaaaebe6fe48e54f431b0c390cfaf0b017d09d42d,4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0xa101c6e7a16b01834d8afd87e4957d8f2271e470,uniswap: WETH-DEXIO 3000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xe2cfbbedbce1bd59b1b799c44282e6396d692b84,18,3000
0x19610942da27269cc1e657bf4a1ad612f652d591,uniswap: WETH-PEPITO 10000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xfa6fb7673981df5d72d88d893262055f2394a4d8,18,10000
0xf14c2623ead4f2992fd59a62b45784d1fe2d53c9,uniswap: Lilith-WETH 10000,0x6f4f07227c6b9070dbe5bffcc63f2f7878f42958,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0xc548d78ed6b260b26f134498233a72914c03ef47,uniswap: WETH-PREAI 3000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xebba6222862925dc31763880d0e303cb5883f616,18,3000
0x6fb9d38ae2f1b346851c8b0ce02701ca1ea6b284,uniswap: XRP-WETH 10000,0xb1c064c3f2908f741c9dea4afc5773238b53e6cc,9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0xb47bd400eea9497531073a24afc29c1a96185253,uniswap: DAMEX-USDT 500,0x00e679ba63b509182c349f5614f0a07cdd0ce0c5,18,0xdac17f958d2ee523a2206206994597c13d831ec7,6,500
0xd9f55754f8de8850c9340c240b96a0e7c299d2bc,uniswap: WETH-FUSE 10000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xdfe83bb7ae2f9ba4fd5f805a064e27e76c9f9fa4,18,10000
0x0234b959f3e26d8be28237079ed3d21a31a7e040,uniswap: WETH-DOBBY 3000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xca48e61f149920e3a23cbffc9b5541e410c02381,18,3000
0x251d6d9903b62cfee37caf5981fa02e12a08373b,uniswap: WETH-NFT 10000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xe89efe25f387a45a2e5486df1e555ceb44888938,18,10000
0x4b59b383948ee7d5466022f8c048209b86f633ec,uniswap: USDT-YFLOW 3000,0xdac17f958d2ee523a2206206994597c13d831ec7,6,0xf5c583affda8dfbefec2cd5c072dc78e9250cce5,18,3000
0x29ac081b26251f5c62c49b19efc3a215b6125ca2,uniswap: muskvszuck-WETH 3000,0xb94d112f3019f37452683415c30fdd8a59377937,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0xdb60644efe507e7365908c51e2cf82a4bfb7d603,uniswap: RAP-WETH 10000,0xb1e4a5f70090947e6ad3fa2dc648cba7b6f913e9,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0xd889baaf488465dd822e169767a9e3473b2a197e,uniswap: WETH-STRAW 3000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xe3b0805546a77e97415a56277b01537a872a86f9,18,3000
0xbe94a1e5277d4811c20fc432ba091f7ad1c27112,uniswap: PATH-WETH 10000,0x9f0d9000e61e2c564b63300a97996aba3286b9e3,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0x7ca37194ae51101390c4f5e79deecd6865e933a0,uniswap: WETH-COCO 3000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xcb50350ab555ed5d56265e096288536e8cac41eb,18,3000
0xf9ed9bc061a76689c18a38e38059f615f529c944,uniswap: PigLido-WETH 3000,0x1b809c1537ea052b7154fadf205a4604a32c71e8,9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0xc4a322e6c225c0ed3385461614ff90b82e70f158,uniswap: LQP-USDT 3000,0x721aa37a0c07b4df92561d0b0b7c92b27ad3e1fe,18,0xdac17f958d2ee523a2206206994597c13d831ec7,6,3000
0xcbedc46b033f6e50bdb0896f531a65e439c67c33,uniswap: TOGEPI-WETH 3000,0x3ffa05af6893ccbe3ca13cfa5fa17693e727d56d,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x283103f208c0391f15e6ad692cc7bf6d8889ab3f,uniswap: WETH-RFD2.0 10000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xea7390effda9ff93c23258e406817bbc56afea63,18,10000
0x3019d4e366576a88d28b623afaf3ecb9ec9d9580,uniswap: AXS-WETH 3000,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x5e35c4eba72470ee1177dcb14dddf4d9e6d915f4,uniswap: BUSD-USDC 100,0x4fabb145d64652a948d72533023f6e7a623c7c53,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,100
0xc2a856c3aff2110c1171b8f942256d40e980c726,uniswap: FRAX-USDT 500,0x853d955acef822db058eb8505911ed77f175b99e,18,0xdac17f958d2ee523a2206206994597c13d831ec7,6,500
0x9ab0905b39505d8682b58a57a41c4100e9c62ab6,uniswap: FWB-WETH 3000,0x35bd01fc9d6d5d81ca9e055db88dc49aa2c699a8,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x4721f28bf168904d228a05a6054a7ea68f7c9d78,uniswap: GAL-USDC 3000,0x5faa989af96af85384b8a938c2ede4a7378d9875,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,3000
0x78194ba1a135a71f7fba71fda7cdd3885872b8ff,uniswap: WETH-MNW 3000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xd3e4ba569045546d09cf021ecc5dfe42b1d7f6e4,18,3000
0xd8de6af55f618a7bc69835d55ddc6582220c36c0,uniswap: DYDX-WETH 3000,0x92d6c1e31e14520e676a687f0a93788b716beff5,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0xcd8286b48936cdac20518247dbd310ab681a9fbf,uniswap: FXS-WETH 10000,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0xcbbc981bd5b358d09a9346726115d3ac8822d00b,uniswap: VXV-WETH 10000,0x7d29a64504629172a429e64183d6673b9dacbfce,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0xb003df4b243f938132e8cadbeb237abc5a889fb4,uniswap: WETH-EUL 10000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,18,10000
0x39a1ad3b33db6fa77755fcff2fd4fbec5ce4643d,uniswap: ASTRA-WETH 3000,0x7e9c15c43f0d6c4a12e6bdff7c7d55d0f80e3e23,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x5104846dc1c3c7697b856dc69e350ae4dcc47e24,uniswap: LORDS-WETH 3000,0x686f2404e77ab0d9070a46cdfb0b7fecdd2318b0,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0x9ee5f9bf3c2619a443d1cc228aa67b6a9776f961,uniswap: Nvir-WETH 10000,0x9d71ce49ab8a0e6d2a1e7bfb89374c9392fd6804,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0xf1b5cf831ced19136472b2b385f30384ce14a982,uniswap: TAMA-WETH 10000,0x12b6893ce26ea6341919fe289212ef77e51688c8,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0x30d7c134a9e7477dac13ded746c23c6e666f22b4,uniswap: WETH-RAIN 10000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xe3944ab788a60ca266f1eec3c26925b95f6370ad,18,10000
0x8f2bd323be76eb7c50e4ba19ca96ffdfe538b108,uniswap: wGOO-WETH 10000,0x600d003febc6c2b503621060cbd371dce1c8ef1e,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0xcd423f3ab39a11ff1d9208b7d37df56e902c932b,uniswap: PRIME-WETH 10000,0xb23d80f5fefcddaa212212f028021b41ded428cf,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0x081059e252b905ece18d9adc48aba9a39bcb8503,uniswap: 1INCH-DAI 500,0x111111111117dc0aa78b770fa6a738034120c302,18,0x6b175474e89094c44da98b954eedeac495271d0f,18,500
0x91cddc29e54bcaf986e9a30f29d20d91fad06463,uniswap: RNG-CRV 3000,0x3b94440c8c4f69d5c9f47bab9c5a93064df460f5,18,0xd533a949740bb3306d119cc777fa900ba034cd52,18,3000
0x8bfd85a00ee9b937f30936758bf62a1ec6b5863d,uniswap: ATH-WETH 3000,0x2f9411088cef82fd9fb904eb8092f28eb485c8f6,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,3000
0xc1dcb84814e0233225942ca4114d638b11404dd1,uniswap: MAP-USDC 3000,0x9e976f211daea0d652912ab99b0dc21a7fd728e4,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,3000
0xe5cfe84d327eccf9965fc482856a2964d7ae713b,uniswap: PC-WETH 10000,0x4f311c430540db1d64e635eb55f969f1660b2016,9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0xae6afad2361697cd22c06964d69c3152c72815d0,uniswap: WETH-TAI 3000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,0xf915110898d9a455ad2da51bf49520b41655ccea,18,3000
0x0318170609141bfdb38d20d1f1c5b5197670ecee,uniswap: SOV-WETH 10000,0x2c5bc2ba3614fd27fcc7022ea71d9172e2632c16,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
0xc4480526e3d64f7ec7d7a6694c52d23aab658ed5,uniswap: HIFI-USDC 10000,0x4b9278b94a1112cad404048903b8d343a810b07e,18,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,10000
0x2ab3cee9e97f166852efc493deac50f14a7f3968,uniswap: NEWS-WETH 10000,0x7a9d1dc2e94770c28862746bbab112de29a07683,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,18,10000
